Type,Airline,Year,Month,Aircraft Number,Aircraft Hours,Aircraft Kilometres,Passenger Number,Passenger Kilometers,Seat Kilometers,Passenger Load Factor,Freight,Mail,Total Cargo,Passenger Tonne Kilometer,Mail Tonne Kilometer,Freight Tonne Kilometer,Total Tonne Kilometer,Available Tonne Kilometer,Weight Load Factor
ScheduledDomestic,AirAsia India,2019,02,3528,6521.830,3793.350,583216.000,634592.868,682803.720,92.939,1927.017,0.000,1927.017,52665.260,2408.769,0.000,55074.029,101932.353,54.030
ScheduledDomestic,AirAsia India,2019,03,4358,8007.730,4669.070,686701.000,743864.485,840432.240,88.510,2477.951,0.000,2477.951,61531.050,3032.409,0.000,64563.459,125463.927,51.460
ScheduledDomestic,AirAsia India,2019,04,4461,8049.000,4714.550,677989.000,742315.960,848618.460,87.473,2241.930,0.000,2241.930,60043.830,2859.250,0.000,62903.080,121233.820,51.886
ScheduledDomestic,AirAsia India,2019,05,4860,8891.267,4976.595,768200.000,806091.743,910562.940,88.527,3123.937,0.000,3123.937,67130.024,3988.065,0.000,71118.089,130957.012,54.306
ScheduledDomestic,AirAsia India,2019,06,4770,8756.150,4939.471,771955.000,818615.894,902447.100,90.711,2857.618,0.000,2857.618,68022.960,3562.478,0.000,71585.438,130070.555,55.036
ScheduledDomestic,AirAsia India,2019,07,4835,8888.833,4963.145,770996.000,811080.599,905749.740,89.548,2837.844,0.000,2837.844,66892.419,3481.297,0.000,70373.716,130595.593,53.887
ScheduledDomestic,AirAsia India,2019,08,4897,9030.317,5053.698,762998.000,798989.626,909665.640,87.833,3110.933,0.000,3110.933,65784.314,3938.533,0.000,69722.847,134284.055,51.922
ScheduledDomestic,AirAsia India,2019,09,4827,8916.817,4971.956,725467.000,766363.992,904466.880,84.731,3415.454,0.000,3415.454,62989.126,4394.720,0.000,67383.846,130963.891,51.452
ScheduledDomestic,AirAsia India,2019,10,5415,10227.383,5098.778,803242.000,860720.367,1036485.180,83.042,3857.531,0.000,3857.531,71578.021,4517.317,0.000,76095.338,132798.959,57.301
ScheduledDomestic,AirAsia India,2019,11,5682,10306.117,5837.076,877973.000,916091.382,1050673.680,87.191,3246.219,19.119,3265.338,76175.915,4298.327,0.019,80474.261,156849.820,51.307
ScheduledDomestic,AirAsia India,2019,12,6120,11361.767,6159.874,911052.000,958409.291,1136366.460,84.340,3432.716,58.581,3491.297,80127.315,4420.384,58.279,84605.978,169642.467,49.873
ScheduledDomestic,AirAsia India,2020,01,6303,11761.433,6402.556,882765.000,936059.890,1180322.820,79.305,3780.765,72.351,3853.115,78253.298,4810.400,75.348,83139.045,176204.492,47.183
ScheduledDomestic,AirAsia India,2020,02,6096,11285.683,6108.725,896653.000,942780.972,1127590.560,83.610,3484.688,77.835,3562.523,78331.736,4419.291,87.869,82838.896,168332.357,49.212
ScheduledDomestic,AirAsia India,2020,03,4911,9127.200,4852.591,591780.000,631541.269,913760.280,69.115,2388.399,69.410,2457.809,51920.455,2924.262,79.897,54924.614,134750.326,40.760
ScheduledDomestic,AirAsia India,2020,05,267,514.517,305.909,21941.000,25328.698,55063.620,45.999,153.861,11.037,164.898,2159.226,217.144,14.203,2390.573,8220.173,29.082
ScheduledDomestic,AirAsia India,2020,06,1373,2681.000,1199.000,139934.000,161108.000,284946.000,56.540,1522.075,159.513,1681.588,13803.000,2087.000,166.100,16056.100,42538.000,37.745
ScheduledDomestic,AirAsia India,2020,07,1301,2490.300,1481.598,129780.000,149745.203,266687.640,56.150,1590.003,118.572,1708.574,12607.341,1945.603,109.824,14662.768,39812.464,36.830
ScheduledDomestic,AirAsia India,2020,08,1719,3206.517,1735.753,192401.000,201318.137,312435.540,64.435,1963.693,127.881,2091.574,16699.597,2252.993,117.457,19070.047,34715.060,54.933
ScheduledDomestic,AirAsia India,2020,09,2239,4373.433,2397.049,234679.000,251896.237,431468.820,58.381,2803.765,179.717,2983.482,20700.744,3318.027,174.177,24192.949,47940.980,50.464
ScheduledDomestic,AirAsia India,2020,10,3311,6580.317,3613.297,373616.000,409868.282,650856.810,62.974,4151.289,214.792,4366.081,33841.805,5147.207,241.211,39230.223,72300.000,54.260
ScheduledDomestic,AirAsia India,2020,11,3541,6999.817,3835.221,421272.000,458360.802,691665.432,66.269,3926.245,235.243,4161.488,38723.700,4943.735,255.283,43922.717,76704.420,57.262
ScheduledDomestic,AirAsia India,2020,12,4324,8427.600,4595.643,502311.000,540718.942,830448.324,65.112,4080.351,227.666,4308.017,39881.865,5171.642,261.711,45315.218,91912.860,49.302
ScheduledDomestic,AirAsia India,2021,01,4495,8590.400,4621.139,531578.000,558871.307,836264.022,66.830,3175.726,230.188,3405.915,37494.473,4067.437,269.242,41831.153,92422.780,45.261
ScheduledDomestic,AirAsia India,2021,02,4340,8239.033,4417.000,520603.000,542276.763,798746.808,67.891,3410.638,211.892,3622.530,39555.584,4264.011,251.989,44071.584,88341.120,49.888
ScheduledDomestic,AirAsia India,2021,03,4727,9023.300,4855.674,541512.000,572123.104,878405.634,65.132,3662.262,211.754,3874.016,38524.442,4577.132,280.848,43382.422,97113.480,44.672
ScheduledDomestic,AirAsia India,2021,04,3195,6341.383,3481.586,354878.000,403399.335,630122.874,64.019,2487.122,169.238,2656.360,27963.799,3332.790,208.044,31504.632,69631.720,45.245
ScheduledDomestic,AirAsia India,2021,05,809,1562.150,867.183,63532.000,70007.636,157745.280,44.380,1344.148,57.508,1401.656,4039.995,1744.006,115.000,5899.001,17343.660,34.012
ScheduledDomestic,AirAsia India,2021,06,1081,1998.433,1082.085,106632.000,107461.227,197372.130,54.446,999.862,97.450,1097.312,5674.441,2390.072,191.922,8256.435,21641.700,38.151
ScheduledDomestic,AirAsia India,2021,07,1721,3141.533,1700.450,164608.000,165951.701,309698.724,53.585,1453.455,135.310,1588.765,8240.751,3073.853,270.488,11585.091,34009.000,34.065
ScheduledDomestic,AirAsia India,2021,08,3292,6357.567,3492.792,348656.000,382173.526,633516.762,60.326,2804.679,134.492,2939.171,20551.430,6955.751,297.653,27804.834,69855.840,39.803
ScheduledDomestic,AirAsia India,2021,09,3475,6675.317,3639.185,412671.000,448865.640,659935.560,68.017,3091.195,189.823,3281.018,24701.413,7028.240,418.264,32147.918,72783.700,44.169
ScheduledDomestic,AirAsia India,2021,10,4387,8476.800,4621.564,571707.000,617485.833,837436.752,73.735,3535.084,221.031,3756.115,41769.475,8406.168,484.090,50659.733,92431.280,54.808
ScheduledDomestic,AirAsia India,2021,11,4746,9139.367,4952.035,622726.000,669896.994,897643.026,74.628,2550.651,231.097,2781.748,45403.552,6130.016,500.821,52034.388,99040.700,52.538
ScheduledDomestic,AirAsia India,2021,12,5347,10199.200,5518.950,701054.000,741750.450,999864.354,74.185,2860.893,257.232,3118.125,52163.888,6794.480,519.401,59477.769,110379.000,53.885
ScheduledDomestic,AirAsia India,2022,01,2851,5296.583,2851.298,295094.000,313575.255,518466.894,60.481,2071.970,214.007,2285.977,16785.019,4770.631,416.514,21972.165,57025.960,38.530
ScheduledDomestic,AirAsia India,2022,02,3030,5768.567,3119.247,445563.000,471344.230,566535.828,83.198,2389.591,210.956,2600.546,35350.817,5975.507,438.427,41764.751,62384.940,66.947
ScheduledDomestic,AirAsia India,2022,03,4863,9305.250,5047.264,698450.000,743853.248,915358.998,81.264,3344.488,292.365,3636.853,55788.994,7753.565,565.550,64108.109,100945.280,63.508
ScheduledDomestic,AirAsia India,2022,04,4290,8069.950,4363.575,591907.000,630660.732,791899.578,79.639,2857.075,287.671,3144.746,47299.555,7035.615,601.800,54936.970,87271.500,62.949
ScheduledDomestic,AirAsia India,2022,05,4949,9372.250,5078.682,686362.000,731036.837,920890.236,79.384,3184.449,304.793,3489.242,54827.763,7821.043,648.303,63297.109,101573.640,62.316
ScheduledDomestic,AirAsia India,2022,06,4486,8544.133,4620.472,589510.000,635489.169,838217.202,75.814,2966.910,262.633,3229.543,47661.688,7326.754,564.198,55552.640,92409.440,60.116
ScheduledDomestic,AirAsia India,2022,07,3453,6377.467,3407.696,442126.000,465704.790,619676.784,75.153,3024.249,244.607,3268.856,34927.859,7256.780,504.173,42688.812,68153.920,62.636
ScheduledDomestic,AirAsia India,2022,08,4471,8361.833,4509.271,587836.000,613154.770,818504.838,74.912,3218.577,279.679,3498.257,45986.608,7931.169,557.349,54475.127,90185.420,60.403
ScheduledDomestic,AirAsia India,2022,09,4437,8173.517,4360.716,613867.000,609330.094,791117.106,77.021,3229.232,246.317,3475.549,45699.757,7703.400,479.650,53882.806,87214.320,61.782
ScheduledDomestic,AirAsia India,2022,10,5758,10785.250,5815.738,866548.000,887486.466,1054373.076,84.172,3637.970,221.399,3859.369,66561.485,8696.068,418.076,75675.629,116314.760,65.061
ScheduledDomestic,AirAsia India,2022,11,5688,10568.130,5701.204,884584.000,902602.890,1033639.110,87.323,3405.167,234.810,3639.977,67695.217,4389.533,235.986,72320.736,114024.080,63.426
ScheduledDomestic,AirAsia India,2022,12,6071,11250.317,6058.460,971221.000,986569.553,1098144.714,89.840,3399.283,255.770,3655.053,73992.716,4274.207,219.346,78486.269,121169.200,64.774
ScheduledDomestic,AirAsia India,2023,01,5991,11073.750,5956.379,930093.000,938779.722,1078818.282,87.019,2830.801,209.871,3040.672,70408.479,3859.129,189.616,74457.224,119127.580,62.502
ScheduledDomestic,AirAsia India,2023,02,5276,9622.200,5124.088,846141.000,830874.074,928502.478,89.485,2655.784,234.388,2890.172,62315.556,3547.732,195.299,66058.587,102481.760,64.459
ScheduledDomestic,AirAsia India,2023,03,6193,11267.683,6004.177,976060.000,963603.608,1087937.460,88.572,3094.468,275.204,3369.673,72270.271,3967.725,223.301,76461.297,120083.540,63.673
ScheduledDomestic,AirAsia India,2023,04,6108,11068.283,5888.604,981066.000,953984.080,1067076.378,89.402,3080.570,290.226,3370.796,71548.806,3939.595,231.730,75720.131,117772.080,64.294
ScheduledDomestic,AirAsia India,2023,05,6253,11323.000,6006.141,1040605.000,1010177.678,1088317.278,92.820,3503.971,317.695,3821.666,75763.326,4447.539,273.014,80483.879,120122.820,67.001
ScheduledDomestic,AirAsia India,2023,06,6135,11312.833,6018.088,1003619.000,1001160.575,1090574.982,91.801,3599.010,335.392,3934.402,75087.043,4551.365,282.543,79920.951,120361.760,66.401
ScheduledDomestic,AirAsia India,2023,07,6106,11398.117,6112.899,901471.000,911407.705,1107885.570,82.266,4192.557,322.336,4514.893,68355.578,5416.693,278.602,74050.873,122257.980,60.569
ScheduledDomestic,AirAsia India,2023,08,5941,11110.000,5964.000,878453.000,890073.000,1080183.000,82.400,4292.308,336.427,4628.735,66755.000,5436.000,309.000,72500.000,119289.000,60.777
ScheduledDomestic,AirAsia India,2023,09,5520,10287.000,80.000,815677.000,823615.000,998256.000,82.505,3888.865,292.828,4181.692,61771.000,4968.475,266.533,67006.008,110334.000,60.730
ScheduledDomestic,AirAsia India,2023,10,5622,10531.833,85.434,832328.000,849790.014,1019251.062,83.374,4185.511,269.114,4454.625,63734.251,5542.001,241.785,69518.038,112765.760,61.648
ScheduledDomestic,AirAsia India,2023,11,5465,10221.583,78.529,835856.000,846100.908,991720.722,85.316,3536.812,258.261,3795.073,63457.568,4299.211,234.254,67991.033,109742.120,61.955
ScheduledDomestic,AirAsia India,2023,12,5352,10062.000,5415.975,852107.000,870455.939,976670.832,89.125,3611.325,272.653,3883.979,65284.195,4438.230,232.941,69955.366,108319.500,64.582
ScheduledDomestic,Akasa Air,2022,08,246,348.430,141.000,23744.000,14059.870,26592.111,52.872,73.042,,73.042,1020.299,62.224,0.000,1082.523,2885.174,37.520
ScheduledDomestic,Akasa Air,2022,09,623,933.000,400.000,92589.000,61372.000,75537.000,81.248,597.179,,597.179,4708.000,484.000,,5192.000,8207.000,63.263
ScheduledDomestic,Akasa Air,2022,10,1155,1811.880,798.000,160617.000,116847.000,150836.000,77.466,1169.980,,1169.980,9180.400,1069.800,0.000,10250.200,16365.200,62.634
ScheduledDomestic,Akasa Air,2022,11,1483,2416.000,1090.000,206775.000,163281.000,206035.000,79.249,1385.722,0.000,1385.722,13387.000,1364.000,,14751.000,22355.000,65.985
ScheduledDomestic,Akasa Air,2022,12,1977,3298.350,1508.000,292393.000,235890.000,281430.000,83.818,1812.330,,1812.330,19434.000,1801.000,0.000,21235.000,30916.000,68.686
ScheduledDomestic,Akasa Air,2023,01,2448,4124.000,1856.000,356550.000,281527.161,339793.247,82.852,1778.480,,1778.480,23053.356,1821.000,0.000,24874.356,38062.766,65.351
ScheduledDomestic,Akasa Air,2023,02,2469,4089.000,1832.203,361135.000,278748.000,332978.000,83.714,1900.752,,1900.752,22759.000,1978.000,0.000,24737.000,37571.000,65.841
ScheduledDomestic,Akasa Air,2023,03,3199,5419.284,2500.174,419911.000,331953.000,451005.000,73.603,2239.000,,2239.000,26911.000,2182.000,,29093.000,51269.000,56.746
ScheduledDomestic,Akasa Air,2023,04,3322,5869.483,2820.000,513025.000,429326.000,505632.000,84.909,2605.000,,2605.000,34624.000,2561.000,,37185.000,57825.000,64.306
ScheduledDomestic,Akasa Air,2023,05,3820,6932.067,3362.354,629045.000,551087.000,604670.000,91.138,3884.552,,3884.552,45090.090,3844.830,,48934.920,68948.431,70.973
ScheduledDomestic,Akasa Air,2023,06,3787,7245.083,3593.997,618053.000,588786.425,646246.460,91.109,3723.619,,3723.619,48794.428,3885.778,,52680.206,73698.502,71.481
ScheduledDomestic,Akasa Air,2023,07,4017,7878.583,3861.915,624086.000,601639.694,694445.685,86.636,4263.387,0.000,4263.387,49396.629,4611.390,0.000,54008.019,79192.429,68.198
ScheduledDomestic,Akasa Air,2023,08,3369,6822.750,3460.018,526972.000,544498.000,623918.000,87.271,3751.870,,3751.870,44600.170,4243.980,0.000,48844.150,70951.100,68.842
ScheduledDomestic,Akasa Air,2023,09,3224,6568.617,3270.000,517170.000,527077.000,598468.000,88.071,3240.440,43.420,3283.860,43081.000,3687.000,48.420,46816.420,67049.000,69.824
ScheduledDomestic,Akasa Air,2023,10,3330,6680.450,3381.000,524439.000,540645.000,624195.000,86.615,3772.901,148.137,3921.038,44257.120,4297.230,168.440,48722.790,69336.800,70.270
ScheduledDomestic,Akasa Air,2023,11,3270,6634.317,3299.000,536309.000,544841.000,609381.000,89.409,3274.651,216.512,3491.163,44968.130,3675.960,250.330,48894.420,67640.170,72.286
ScheduledDomestic,Akasa Air,2023,12,3518,7132.450,3576.000,602655.000,618954.000,659206.000,93.894,3638.460,251.220,3889.680,51369.450,4116.350,279.730,55765.530,73332.940,76.044
ScheduledDomestic,Akasa Air,2024,01,3542,7145.683,3581.472,595767.000,610078.526,660333.044,92.390,3616.469,239.456,3855.925,50592.486,3994.110,259.064,54845.659,73441.665,74.679
ScheduledDomestic,Akasa Air,2024,02,3378,6817.033,3350.315,567507.000,570497.194,619665.660,92.065,3561.758,183.496,3745.254,46719.657,3810.764,205.671,50736.092,68692.496,73.860
ScheduledDomestic,Akasa Air,2024,03,3664,7285.817,3640.349,590036.000,597601.783,675453.281,88.474,3706.486,168.310,3874.796,49269.564,3936.999,193.950,53400.513,74648.997,71.535
ScheduledDomestic,Akasa Air,2024,04,3605,7333.117,3695.376,579539.000,602156.910,685224.005,87.877,3352.621,162.363,3514.983,49462.445,3639.972,189.734,53292.151,75777.380,70.327
ScheduledDomestic,Akasa Air,2024,05,3937,8266.567,4222.121,663762.000,707955.322,783212.207,90.391,4590.343,179.479,4769.823,58010.936,5088.380,215.821,63315.137,86578.813,73.130
ScheduledDomestic,Akasa Air,2024,06,3845,8148.166,4148.704,634429.000,691510.167,771646.477,89.615,4548.556,201.266,4749.822,56855.446,5028.203,231.247,62114.895,85073.324,73.013
ScheduledDomestic,Akasa Air,2024,07,3808,8223.317,4106.420,604187.000,659296.319,762840.907,86.426,4608.938,231.844,4840.782,54304.148,5126.612,268.238,59698.998,84206.249,70.896
ScheduledDomestic,Akasa Air,2024,08,3718,8112.660,4098.912,591857.000,649724.386,759700.176,85.524,4312.221,200.013,4512.234,53314.027,4908.925,238.409,58461.361,84052.289,69.554
ScheduledDomestic,Akasa Air,2024,09,3563,7791.350,3953.160,572972.000,634605.844,739072.556,85.865,4851.443,192.074,5043.517,52042.228,5537.132,240.500,57819.861,81063.499,71.327
ScheduledDomestic,Akasa Air,2024,10,3841,8532.817,4425.466,615370.000,714114.747,833484.790,85.678,4820.569,186.715,5007.284,58986.100,5620.286,230.457,64836.843,90748.606,71.447
ScheduledDomestic,Akasa Air,2024,11,3881,8730.900,4601.871,672121.000,803209.656,867593.849,92.579,4011.950,190.399,4202.349,67043.116,4790.268,243.867,72077.250,94365.967,76.381
ScheduledDomestic,Akasa Air,2024,12,3920,8844.510,4618.402,686835.000,811906.922,870198.059,93.301,4606.482,269.431,4875.912,67907.505,5336.548,341.777,73585.830,94704.951,77.700
ScheduledDomestic,Akasa Air,2025,01,3902,8808.400,4614.186,685848.000,815423.199,869504.253,93.780,4214.366,299.369,4513.735,68264.062,4912.453,372.792,73549.307,94618.498,77.732
ScheduledDomestic,Akasa Air,2025,02,3681,8332.617,4375.184,657633.000,785475.804,825474.440,95.154,3886.281,246.534,4132.815,65548.788,4507.291,311.522,70367.602,89717.523,78.432
ScheduledDomestic,Akasa Air,2025,03,4135,9346.617,4910.706,719271.000,857586.721,927060.682,92.506,4614.379,241.607,4855.985,71112.328,5296.560,299.652,76708.540,100698.937,76.176
ScheduledDomestic,Akasa Air,2025,04,4066,9258.383,4844.768,712182.000,849462.025,913082.388,93.032,4516.866,210.172,4727.039,70047.589,5313.352,261.622,75622.564,99346.813,76.120
ScheduledDomestic,Alliance Air,2015,01,581,895.000,286.000,19612.000,12072.000,17948.000,67.261,13.000,4.000,17.000,1089.000,8.000,2.000,1099.000,1887.000,58.241
ScheduledDomestic,Alliance Air,2015,02,669,1003.000,374.000,22047.000,12788.000,19506.000,65.559,13.000,4.000,17.000,1154.000,8.000,2.000,1164.000,1896.000,61.392
ScheduledDomestic,Alliance Air,2015,03,774,1218.000,479.000,25651.000,16810.000,26000.000,64.654,15.000,4.000,19.000,1518.000,10.000,2.000,1530.000,2628.000,58.219
ScheduledDomestic,Alliance Air,2015,04,900,1392.000,605.000,33047.000,20020.000,28906.000,69.259,15.000,4.000,19.000,1810.000,10.000,2.000,1822.000,2903.000,62.763
ScheduledDomestic,Alliance Air,2015,05,1029,1561.000,734.000,38835.000,22802.000,31643.000,72.060,15.000,4.000,19.000,2063.000,10.000,2.000,2075.000,3165.000,65.561
ScheduledDomestic,Alliance Air,2015,06,938,1410.000,643.000,31659.000,18470.000,28295.000,65.277,9.000,4.000,13.000,1675.000,4.000,2.000,1681.000,2822.000,59.568
ScheduledDomestic,Alliance Air,2015,07,946,1353.000,651.000,30552.000,17401.000,28650.000,60.736,9.000,4.000,13.000,1578.000,4.000,2.000,1584.000,2865.000,55.288
ScheduledDomestic,Alliance Air,2015,08,854,1287.000,559.000,29539.000,17581.000,28248.000,62.238,9.000,4.000,13.000,1670.000,4.000,2.000,1676.000,2839.000,59.035
ScheduledDomestic,Alliance Air,2015,09,898,1173.000,603.000,29211.000,16390.000,26296.000,62.329,9.000,4.000,13.000,1486.000,4.000,2.000,1492.000,2577.000,57.897
ScheduledDomestic,Alliance Air,2015,10,851,1374.000,556.000,36433.000,19744.000,28940.000,68.224,15.000,4.000,19.000,1785.000,10.000,2.000,1797.000,2864.000,62.744
ScheduledDomestic,Alliance Air,2015,11,934,1299.000,639.000,34705.000,20142.000,28495.000,70.686,15.000,4.000,19.000,1820.000,10.000,2.000,1832.000,2831.000,64.712
ScheduledDomestic,Alliance Air,2015,12,827,1166.000,552.000,33139.000,17631.000,24421.000,72.196,12.000,4.000,16.000,1522.000,3.000,2.000,1527.000,2322.000,65.762
ScheduledDomestic,Alliance Air,2016,01,884,1210.000,592.000,29601.000,17226.000,26729.000,64.447,10.000,3.000,13.000,1393.000,6.000,2.000,1401.000,2352.000,59.566
ScheduledDomestic,Alliance Air,2016,02,775,1423.000,514.000,35835.000,19904.000,30141.000,66.036,0.000,3.000,3.000,1382.000,3.000,2.000,1387.000,2145.000,64.662
ScheduledDomestic,Alliance Air,2016,03,960,1485.000,670.000,37784.000,20673.000,31837.000,64.934,9.000,3.000,12.000,1881.000,5.000,2.000,1888.000,3094.000,61.021
ScheduledDomestic,Alliance Air,2016,04,918,1695.000,630.000,44691.000,25333.000,36415.000,69.567,7.000,3.000,10.000,2257.000,4.000,1.000,2262.000,3584.000,63.114
ScheduledDomestic,Alliance Air,2016,05,1005,1809.000,715.000,50046.000,28705.000,40494.000,70.887,0.000,0.000,0.000,2612.000,5.000,2.000,2619.000,4007.000,65.361
ScheduledDomestic,Alliance Air,2016,06,955,1745.000,675.000,44202.000,25925.000,39578.000,65.504,3.000,3.000,6.000,2359.000,5.000,2.000,2366.000,3880.000,60.979
ScheduledDomestic,Alliance Air,2016,07,1045,1917.000,765.000,47610.000,27778.000,42606.000,65.197,3.000,3.000,6.000,2527.000,5.000,2.000,2534.000,4163.000,60.870
ScheduledDomestic,Alliance Air,2016,08,1160,2079.000,880.000,54618.000,28830.000,43073.000,66.933,7.000,3.000,10.000,2570.000,5.000,2.000,2577.000,4129.000,62.412
ScheduledDomestic,Alliance Air,2016,09,1169,2058.000,905.000,52990.000,27763.000,42171.000,65.834,5.000,3.000,8.000,2518.000,5.000,3.000,2526.000,4058.000,62.247
