Year,Quarter,Airline,PaxToIndiaM1,PaxFromIndiaM1,FreightToIndiaM1,FreightFromIndiaM1,PaxToIndiaM2,PaxFromIndiaM2,FreightToIndiaM2,FreightFromIndiaM2,PaxToIndiaM3,PaxFromIndiaM3,FreightToIndiaM3,FreightFromIndiaM3
15,4,CHINA AIRLINES LTD,1239,4637,80.02,84.68,2330,1376,79.86,85.03,2530,5276,89.33,91.35
16,1,CHINA AIRLINES LTD,2051,4818,98.41,151.54,1654,4847,64.48,110.93,1730,5655,76.96,116.58
16,2,CHINA AIRLINES LTD,1201,4424,84.70,101.35,911,4189,57.74,91.44,1267,4300,82.85,77.04
16,3,CHINA AIRLINES LTD,1900,4676,96.99,86.47,1617,5133,69.82,87.91,1802,5168,347.46,78.92
16,4,CHINA AIRLINES LTD,2562,4983,254.13,241.01,2698,4222,161.68,169.57,2860,3557,205.90,182.91
17,1,CHINA AIRLINES LTD,3141,2842,209.80,192.06,2742,3183,177.35,234.76,2547,3317,198.72,238.24
17,2,CHINA AIRLINES LTD,1301,2188,239.91,245.66,982,1684,175.63,199.85,1215,2070,189.16,197.70
17,3,CHINA AIRLINES LTD,1858,2306,201.35,235.06,1864,2013,199.12,211.77,2022,1648,193.44,245.66
17,4,CHINA AIRLINES LTD,2480,2153,183.34,284.69,3098,1918,193.03,308.62,3465,3373,234.56,286.39
18,1,CHINA AIRLINES LTD,3620,3266,227.12,278.46,3228,3268,237.16,346.50,2440,3408,191.65,273.43
18,2,CHINA AIRLINES LTD,1477,2342,214.93,249.31,1323,2328,229.94,227.05,1351,1679,136.12,505.83
18,3,CHINA AIRLINES LTD,1764,2649,203.94,568.83,1792,1974,292.04,384.24,2196,2102,388.06,389.07
18,4,CHINA AIRLINES LTD,2319,1860,317.83,329.48,3492,2184,261.56,329.63,3631,3321,392.58,365.63
19,1,CHINA AIRLINES LTD,3834,3601,372.55,382.08,2987,3427,213.85,274.82,2522,3725,249.34,339.25
19,2,CHINA AIRLINES LTD,2522,3725,222.21,309.29,2292,1142,270.27,338.36,1995,2576,282.94,319.45
19,3,CHINA AIRLINES LTD,2360,2659,22.40,65.64,2038,2398,595.95,600.76,2238,2457,387.14,1146.08
19,4,CHINA AIRLINES LTD,2953,2127,306.79,272.12,3553,2185,288.83,282.71,3997,3800,675.49,635.36
20,1,CHINA AIRLINES LTD,3464,2976,700.63,615.00,2475,2976,408.66,646.16,918,2392,251.08,291.51
20,2,CHINA AIRLINES LTD,0,0,0.00,0.00,0,0,0.00,0.00,0,0,206.72,276.56
20,3,CHINA AIRLINES LTD,0,0,0.00,0.00,0,0,252.16,290.97,0,0,317.70,312.47
20,4,CHINA AIRLINES LTD,0,0,401.27,313.72,0,0,491.69,277.20,0,0,387.64,277.75
21,1,CHINA AIRLINES LTD,36,58,521.09,456.96,0,0,681.46,557.34,0,0,586.44,597.01
21,4,CHINA AIRLINES LTD,0,0,0.00,0.00,0,0,0.00,0.00,0,0,75.93,99.58
22,1,CHINA AIRLINES LTD,0,0,183.10,238.19,0,0,223.75,335.10,0,0,206.37,267.15
22,2,CHINA AIRLINES LTD,0,0,206.37,267.15,0,0,196.34,246.60,0,0,222.36,262.13
22,3,CHINA AIRLINES LTD,0,0,193.76,227.33,0,0,166.02,221.14,0,0,248.16,252.14
22,4,CHINA AIRLINES LTD,0,0,232.62,182.32,0,0,156.67,170.24,0,0,248.16,252.14
23,1,CHINA AIRLINES LTD,0,0,175.40,188.46,0,0,206.07,204.05,0,0,202.74,246.98
23,2,CHINA AIRLINES LTD,0,0,192.06,205.34,0,0,166.84,221.41,0,0,93.43,134.99
23,3,CHINA AIRLINES LTD,0,0,71.58,81.69,0,0,32.89,79.08,0,0,80.76,79.93
23,4,CHINA AIRLINES LTD,0,0,139.79,195.35,0,0,121.99,158.83,0,0,83.68,133.86
24,1,CHINA AIRLINES LTD,0,0,139.69,181.90,0,0,167.67,229.88,0,0,168.43,276.09
24,2,CHINA AIRLINES LTD,0,0,116.07,178.34,0,0,147.77,200.50,0,0,123.12,137.45
15,1,CHINA EASTERN AIRLINES,7880,7451,180.78,204.95,6078,6205,149.23,165.51,6346,8222,178.76,255.12
15,2,CHINA EASTERN AIRLINES,7317,7707,241.18,249.80,7550,8493,310.06,320.74,7442,7329,276.77,188.91
15,3,CHINA EASTERN AIRLINES,6565,5304,173.86,189.00,5960,6746,171.71,150.20,7371,6893,213.20,208.67
15,4,CHINA EASTERN AIRLINES,7704,7807,254.43,110.17,9724,7970,251.36,127.23,8751,8798,222.88,137.14
16,1,CHINA EASTERN AIRLINES,9594,9164,290.31,158.46,7201,7801,147.15,142.78,7201,7801,147.15,142.78
16,2,CHINA EASTERN AIRLINES,8781,10212,191.26,134.33,8063,10375,257.67,107.02,8963,8532,248.44,103.52
16,3,CHINA EASTERN AIRLINES,8672,7968,162.31,83.08,7202,8442,147.22,104.82,9560,8568,229.61,168.06
16,4,CHINA EASTERN AIRLINES,10020,9804,294.27,141.33,10546,9547,284.90,177.08,10854,10166,254.16,227.69
17,1,CHINA EASTERN AIRLINES,10754,8497,30.79,182.10,7460,9686,158.56,168.72,8880,11363,334.66,225.68
17,2,CHINA EASTERN AIRLINES,8759,10254,352.37,224.80,8076,10303,369.49,198.61,9337,9058,304.62,159.61
17,3,CHINA EASTERN AIRLINES,8440,7361,215.39,181.79,5674,7271,221.76,195.87,9192,8162,293.05,225.14
17,4,CHINA EASTERN AIRLINES,8895,8304,254.39,199.75,9107,7984,364.64,261.52,10443,10120,333.64,280.87
18,1,CHINA EASTERN AIRLINES,10109,9956,310.40,383.93,10109,9956,310.40,383.93,7621,11101,282.65,258.91
18,2,CHINA EASTERN AIRLINES,8757,11340,336.18,379.38,7332,11381,359.80,2157.16,9857,10286,328.87,255.64
18,3,CHINA EASTERN AIRLINES,11583,9870,284.22,311.25,9529,11095,299.73,225.76,10212,9887,302.08,245.14
18,4,CHINA EASTERN AIRLINES,10159,9560,350.79,278.06,11145,9410,265.35,200.38,13052,11650,342.19,313.59
19,1,CHINA EASTERN AIRLINES,12706,11789,338.47,313.89,8623,9003,125.68,205.78,10377,11977,233.45,278.56
19,2,CHINA EASTERN AIRLINES,9977,11207,250.51,346.07,10702,12325,314.56,355.01,12088,11514,292.31,253.58
19,3,CHINA EASTERN AIRLINES,12158,11314,290.54,370.38,10842,12321,274.84,237.74,9710,10525,284.71,210.48
20,2,CHINA EASTERN AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,646,92.27,81.76
20,3,CHINA EASTERN AIRLINES,0,0,8.57,4.65,0,397,11.18,0.00,0,0,0.00,0.00
21,1,CHINA EASTERN AIRLINES,0,0,154.39,30.10,0,0,231.70,60.41,0,0,308.51,143.38
21,4,CHINA EASTERN AIRLINES,0,0,0.00,0.00,0,0,16.59,1.92,0,0,0.00,0.00
15,1,CHINA SOUTHERN ,4836,5105,43.03,74.13,3965,4233,35.51,73.55,4181,6770,31.92,57.02
15,2,CHINA SOUTHERN ,5768,6061,45.70,21.21,5368,6434,32.19,45.19,5200,5671,58.88,38.81
15,3,CHINA SOUTHERN ,6250,4764,51.43,47.55,5384,6149,51.43,48.51,6115,5574,40.77,45.59
15,4,CHINA SOUTHERN ,7035,6916,145.37,36.65,10520,9065,362.36,57.98,8995,10318,306.39,58.96
16,1,CHINA SOUTHERN ,9111,8492,295.01,35.04,5732,6113,110.51,35.85,8360,9516,191.56,57.20
16,2,CHINA SOUTHERN ,7391,8820,232.28,69.16,6500,9284,191.68,135.08,7616,8035,239.81,101.01
16,3,CHINA SOUTHERN ,6856,4630,55.20,43.02,6192,6248,10.79,44.83,6655,5772,9.01,30.78
16,4,CHINA SOUTHERN ,9453,8294,58.21,331.36,13062,11309,359.27,49.22,11845,13185,360.82,55.25
17,1,CHINA SOUTHERN ,11347,8583,295.91,41.57,8269,10180,203.80,32.56,10389,12998,429.17,55.93
17,2,CHINA SOUTHERN ,7419,8596,343.68,64.81,7624,9075,455.30,74.94,7792,7826,2018.21,33.28
17,3,CHINA SOUTHERN ,6603,5888,7.73,17.74,6359,6355,12.40,23.05,7214,6422,104.89,17.74
17,4,CHINA SOUTHERN ,8939,8516,123.16,16.28,9874,8750,266.44,17.12,10514,10998,290.28,10.19
18,1,CHINA SOUTHERN ,10544,10486,195.69,40.34,7892,7930,123.41,41.11,9425,11900,281.03,61.10
18,2,CHINA SOUTHERN ,12015,13126,744.88,64.88,11105,13931,648.29,90.14,12563,13136,734.64,60.05
18,3,CHINA SOUTHERN ,13576,8930,784.08,51.23,11852,12752,921.29,89.70,12550,11586,890.55,90.98
18,4,CHINA SOUTHERN ,14066,14231,789.05,302.04,13947,12947,550.99,88.71,14569,14889,524.12,85.11
19,1,CHINA SOUTHERN ,15429,12782,626.32,116.31,10822,11838,307.11,35.63,13725,15763,713.05,148.92
19,2,CHINA SOUTHERN ,14129,17896,706.42,162.99,14019,18509,759.00,222.79,15383,15683,793.41,157.99
19,3,CHINA SOUTHERN ,13986,12211,583.38,147.81,11137,11893,434.87,109.46,14989,13547,708.89,106.61
19,4,CHINA SOUTHERN ,14481,13236,705.75,118.12,15472,14240,596.94,97.05,14881,15074,477.34,103.43
20,2,CHINA SOUTHERN ,0,0,0.00,0.00,0,0,67.18,73.61,0,302,64.06,29.12
20,3,CHINA SOUTHERN ,0,0,0.00,0.00,0,0,0.00,0.00,0,445,0.00,0.00
15,1,DELTA AIRLINES,7292,8183,35.31,3.21,7781,7589,72.84,98.75,7567,7368,68.84,89.01
15,1,DRAGON AIR,6788,8033,296.37,221.84,5103,5867,284.19,239.57,6667,7074,268.20,304.49
15,2,DRAGON AIR,6931,7750,265.23,291.18,8501,8012,172.34,275.78,7302,6176,255.71,338.57
15,3,DRAGON AIR,7251,6152,297.26,317.20,0,0,0.00,0.00,6610,7004,394.82,272.86
15,4,DRAGON AIR,10954,11005,6.59,18.93,11604,8796,35.36,2.18,12117,11735,143.04,319.70
16,1,DRAGON AIR,3295,3611,2.65,14.07,7155,8261,3.62,17.36,8622,9779,5.69,22.99
16,2,DRAGON AIR,9393,10561,4.58,23.58,10444,11755,5.61,8.95,10278,8095,5.62,21.12
16,3,DRAGON AIR,10077,8557,5.70,55.44,7715,10033,6.64,24.54,8680,8148,4.10,0.00
16,4,DRAGON AIR,9204,9885,1.91,12.27,9782,7891,4.04,23.13,12171,10471,2.76,23.58
17,1,DRAGON AIR,2655,2948,2.28,7.97,6437,8829,2.44,8.25,7628,8949,4.97,11.92
17,2,DRAGON AIR,9223,10700,1.75,8.42,10319,11694,3.57,8.89,11329,9228,2.10,10.04
17,3,DRAGON AIR,10331,9761,3.32,0.00,7405,9736,5.12,13.08,8850,9150,3.94,9.51
17,4,DRAGON AIR,8718,8211,3.17,12.78,9587,8159,6.10,27.48,12310,10019,2.89,20.34
18,1,DRAGON AIR,8956,12069,7.05,5.66,6803,7237,176.37,275.45,8846,9983,299.25,374.28
18,2,DRAGON AIR,8742,10518,242.11,297.08,9815,11161,262.46,294.84,12303,9263,221.59,341.80
18,3,DRAGON AIR,10711,10272,217.95,262.10,8531,11262,257.31,210.69,7983,8731,242.76,206.14
18,4,DRAGON AIR,10001,9835,234.86,256.38,10522,9143,153.19,283.17,12388,9769,156.00,342.48
19,1,DRAGON AIR,9410,12136,261.83,323.87,5803,8365,182.75,280.57,9298,10703,263.89,324.18
19,2,DRAGON AIR,6296,7798,107.36,240.62,11226,12181,233.53,219.16,12816,11168,175.97,256.48
19,3,DRAGON AIR,10795,11638,205.11,275.12,6701,11981,239.05,142.15,7623,8880,235.52,225.87
19,4,DRAGON AIR,8338,7937,258.29,265.22,11038,8813,190.93,267.07,12567,10715,139.17,268.01
20,1,DRAGON AIR,9447,10880,187.86,229.02,1968,3318,137.54,272.45,57,0,1.48,0.00
20,2,DRAGON AIR,0,0,0.00,0.00,0,0,0.00,0.00,0,0,19.08,31.20
20,3,DRAGON AIR,0,0,88.22,130.07,0,0,81.89,95.94,0,0,91.76,145.93
15,1,DRUK AIR,3386,2163,0.37,2.21,2262,2413,0.24,2.13,2438,3060,0.27,3.62
15,2,DRUK AIR,3629,3227,0.41,5.17,3358,3821,0.28,4.96,3648,3548,0.16,5.25
15,3,DRUK AIR,2765,2519,0.24,4.15,878,891,0.03,1.22,4641,3070,0.78,8.61
15,4,DRUK AIR,4509,4424,0.48,10.65,2705,1957,0.00,1.12,4448,4089,0.54,5.21
16,1,DRUK AIR,3590,2800,0.28,5.19,4667,4185,0.31,4.10,3559,4074,3.38,6.00
16,2,DRUK AIR,4620,4435,0.16,4.86,5036,5084,0.27,8.46,4437,4243,0.30,7.22
16,3,DRUK AIR,3402,2990,0.62,7.17,2993,2957,0.30,5.29,4194,4668,0.35,6.26
16,4,DRUK AIR,4984,5040,0.25,6.79,4591,3631,0.58,4.38,3363,3835,0.21,9.37
17,1,DRUK AIR,3347,2965,1.20,4.31,2841,2739,0.12,6.03,3907,3638,0.11,6.64
17,2,DRUK AIR,4347,4269,0.29,6.48,5655,5541,0.16,9.56,5561,5068,0.16,6.36
17,3,DRUK AIR,3776,3157,0.32,10.87,3935,3451,0.09,7.04,3916,4284,0.34,6.61
17,4,DRUK AIR,5289,4977,0.30,5.26,5076,4018,0.24,9.44,3793,4121,0.36,8.57
18,1,DRUK AIR,3770,3069,0.24,7.71,3060,2598,0.19,6.74,3463,3749,0.45,10.14
18,2,DRUK AIR,4199,4093,0.17,8.71,5055,5271,0.18,13.49,5456,4676,0.38,10.37
18,3,DRUK AIR,3871,3342,0.12,7.52,3794,3679,0.39,5.06,3921,3845,0.61,5.72
18,4,DRUK AIR,4502,4568,0.17,5.82,4709,4248,0.42,6.62,4428,4874,0.18,7.58
19,1,DRUK AIR,2987,2676,0.23,7.89,2142,2235,0.12,5.22,3638,3944,0.20,8.12
19,2,DRUK AIR,4457,4534,0.15,8.10,4542,6071,0.04,9.56,6254,5900,0.16,11.04
19,3,DRUK AIR,3337,3366,0.28,10.43,2396,2287,0.25,10.66,11478,11901,0.56,19.79
19,4,DRUK AIR,4738,4964,0.11,7.03,3398,2788,0.27,5.93,3673,3877,1.00,9.06
20,1,DRUK AIR,662,563,0.41,0.00,847,958,0.00,0.32,570,640,0.57,0.00
20,3,DRUK AIR,0,0,0.00,0.00,76,33,0.00,4.36,48,86,0.04,0.39
20,4,DRUK AIR,91,5,0.00,0.15,117,94,0.18,0.09,26,35,0.00,0.21
21,1,DRUK AIR,10,39,0.00,0.13,39,0,0.00,0.40,46,137,0.00,0.77
21,2,DRUK AIR,142,135,0.00,0.96,0,35,0.00,0.18,17,30,0.00,0.20
21,3,DRUK AIR,375,331,0.16,10.48,499,556,0.15,4.56,537,504,0.16,7.83
21,4,DRUK AIR,596,535,0.17,9.41,840,759,0.29,3.92,831,812,0.43,7.47
22,1,DRUK AIR,602,608,0.98,4.58,396,401,0.26,5.29,524,388,0.18,2.88
22,2,DRUK AIR,1003,795,0.31,4.91,1342,1210,0.17,6.84,1467,1517,0.08,6.76
22,3,DRUK AIR,1859,1497,0.23,7.38,2235,1780,0.43,5.02,2293,2298,0.57,5.47
22,4,DRUK AIR,2879,2767,0.29,6.51,2652,2570,0.30,5.70,2850,2466,0.45,8.02
23,1,DRUK AIR,3331,2422,0.49,4.58,2356,2733,1.03,2.96,2731,2755,0.48,3.65
23,2,DRUK AIR,3667,3272,0.32,4.80,3608,3497,0.49,6.77,3699,3112,0.56,4.67
23,3,DRUK AIR,2988,2659,0.29,3.58,2664,2039,0.25,3.42,3031,3023,0.28,3.22
23,4,DRUK AIR,4148,3915,0.23,3.53,3754,2894,0.72,3.89,3696,3113,0.40,6.63
24,1,DRUK AIR,3438,3059,0.41,4.10,2987,2825,0.12,7.57,3521,3843,0.34,4.13
24,2,DRUK AIR,4368,4045,0.39,4.14,5098,5215,0.35,1.44,3818,3564,0.30,1.50
15,1,EGYPT AIR,1132,1454,5.40,10.46,734,1045,9.13,7.93,561,1030,14.52,13.10
15,2,EGYPT AIR,752,1217,21.25,17.06,1117,1920,31.63,19.71,1496,1309,17.81,12.51
15,3,EGYPT AIR,977,1056,0.96,8.71,1499,1676,0.83,4.29,1226,1437,0.61,7.93
15,4,EGYPT AIR,877,1004,6.02,7.50,1127,1109,1.64,4.33,1781,1814,1.96,6.91
16,1,EGYPT AIR,1194,1646,0.34,6.87,906,1246,0.83,4.13,1228,1040,16.07,1.55
16,2,EGYPT AIR,821,1500,0.67,12.88,1588,1828,0.49,6.05,1133,1064,1.28,6.17
16,3,EGYPT AIR,1025,1072,0.57,7.98,1008,1378,1.65,17.66,1136,1227,1.71,21.88
16,4,EGYPT AIR,842,1101,2.69,43.55,1619,1571,2.54,31.90,2005,1576,3.52,40.10
17,1,EGYPT AIR,1891,1848,3.75,27.01,1233,1399,3.32,21.17,1396,1719,1.48,45.13
17,2,EGYPT AIR,1311,2094,9.21,34.59,2007,2240,14.32,36.48,1709,1648,12.42,31.95
17,3,EGYPT AIR,1462,1550,7.80,40.92,1309,2022,7.28,43.38,1606,1566,0.00,0.00
17,4,EGYPT AIR,1539,1776,4.02,44.44,1831,1935,9.76,46.17,2260,2277,57.26,127.84
18,1,EGYPT AIR,2428,2492,68.76,141.37,1241,2053,0.00,0.00,1595,2072,110.58,198.44
18,2,EGYPT AIR,1764,3168,0.00,0.00,2726,3630,0.00,0.00,1930,1789,0.00,0.00
18,3,EGYPT AIR,1704,2195,6.05,35.96,1667,2034,7.90,20.69,1932,2137,2.66,33.54
18,4,EGYPT AIR,1968,2785,37.16,118.17,3886,3980,50.75,185.94,3835,3445,107.36,166.83
19,1,EGYPT AIR,3539,4168,0.00,0.00,1867,1954,4.17,15.48,1945,1818,2.64,19.61
19,2,EGYPT AIR,1885,2347,4.54,11.79,3569,2268,76.52,19.22,2394,2294,2.85,13.55
19,3,EGYPT AIR,2265,2418,1.83,17.36,2077,2314,0.00,0.00,1615,2346,0.00,0.00
19,4,EGYPT AIR,3318,2476,0.00,0.00,3548,3566,0.00,0.00,4026,3908,0.00,0.00
21,3,EGYPT AIR,0,0,176.76,457.92,0,0,101.94,408.69,0,0,90.00,417.24
21,4,EGYPT AIR,0,0,30.39,37.76,0,0,161.54,236.02,0,0,145.28,182.53
22,1,EGYPT AIR,0,0,92.16,193.87,0,0,316.80,422.19,0,0,417.42,511.40
22,2,EGYPT AIR,0,0,399.25,397.21,888,2007,395.00,368.61,1626,2282,220.46,321.01
22,3,EGYPT AIR,1518,2468,167.47,217.88,1817,2356,132.05,126.61,1393,2457,37.65,82.22
22,4,EGYPT AIR,2148,2174,25.08,50.08,4507,4214,124.25,158.04,5573,5363,125.33,179.83
23,1,EGYPT AIR,4342,5770,107.95,140.95,2545,3594,60.10,82.01,2189,3369,168.47,303.57
23,2,EGYPT AIR,1306,2649,77.16,181.78,2227,2982,107.35,279.98,2678,3029,44.63,324.84
23,3,EGYPT AIR,1862,1632,92.03,332.94,2724,4329,39.73,357.58,2456,3982,30.00,404.08
23,4,EGYPT AIR,2476,2421,103.07,356.50,3762,5067,192.42,345.05,4699,4002,71.18,367.28
24,1,EGYPT AIR,2955,4733,39.08,304.87,2489,3842,72.80,447.49,1578,2615,83.44,618.28
24,2,EGYPT AIR,1621,3004,86.43,664.85,2599,3384,36.01,683.49,2535,2361,60.84,748.89
15,1,EL-AL-ISRAEL,3576,3421,79.78,134.10,2909,3408,99.03,119.10,2179,2944,90.89,139.26
15,2,EL-AL-ISRAEL,1926,2065,47.45,99.36,2002,2334,63.92,111.11,1765,2293,71.38,99.59
15,3,EL-AL-ISRAEL,2629,2015,62.70,118.73,2341,2945,60.09,115.82,1904,1703,50.26,76.17
15,4,EL-AL-ISRAEL,1944,2623,56.05,102.99,2672,2273,58.47,108.91,3677,3040,81.51,99.75
16,1,EL-AL-ISRAEL,3226,3459,75.62,121.67,3155,3321,66.66,152.71,1302,1709,46.43,58.82
16,2,EL-AL-ISRAEL,2131,2216,51.26,129.35,1913,2579,45.90,123.58,1859,2158,58.25,109.70
16,3,EL-AL-ISRAEL,2434,2016,58.49,163.92,2325,2328,58.46,161.34,2691,2327,68.08,139.23
16,4,EL-AL-ISRAEL,1798,2436,39.65,121.23,2754,2688,54.10,136.36,3398,2708,37.13,75.34
17,1,EL-AL-ISRAEL,1489,1598,27.78,76.63,0,0,0.00,0.00,2164,2793,81.15,167.82
17,2,EL-AL-ISRAEL,940,920,77.38,61.90,1878,2362,93.80,13.82,1944,2215,120.05,92.03
17,3,EL-AL-ISRAEL,2384,2006,54.69,14.37,2101,2331,64.81,141.50,1663,1749,48.42,112.95
17,4,EL-AL-ISRAEL,1663,2167,136.12,14.46,3020,2701,75.23,190.59,3626,2691,99.38,202.22
18,1,EL-AL-ISRAEL,3543,3323,88.78,205.62,2905,3337,93.48,169.43,2355,2948,99.87,17.56
18,2,EL-AL-ISRAEL,2009,2026,66.00,14.83,1918,2369,79.35,149.00,1248,1687,76.37,134.09
18,3,EL-AL-ISRAEL,2329,2130,113.68,158.09,2734,2878,100.73,170.61,1864,1954,71.51,112.73
18,4,EL-AL-ISRAEL,1849,2272,67.04,143.19,2636,2276,67.02,179.35,2812,2426,77.44,181.32
19,1,EL-AL-ISRAEL,3109,3114,84.23,184.47,3109,3114,84.23,184.47,1295,3772,103.89,149.00
19,2,EL-AL-ISRAEL,2170,2206,94.05,199.82,1393,2416,88.69,125.65,1547,1702,86.23,130.28
19,3,EL-AL-ISRAEL,1648,1413,98.71,130.38,2097,2826,75.11,144.87,2110,1803,61.66,146.22
19,4,EL-AL-ISRAEL,1938,2348,87.67,129.53,2163,1988,74.31,114.84,2662,2269,98.53,126.05
20,2,EL-AL-ISRAEL,0,0,1.52,34.18,52,0,55.32,63.91,0,163,54.93,66.67
20,3,EL-AL-ISRAEL,0,0,0.00,0.00,0,0,0.00,0.00,0,0,6.52,18.99
20,4,EL-AL-ISRAEL,0,0,9.63,109.39,0,0,25.15,70.96,0,0,0.00,28.05
21,1,EL-AL-ISRAEL,0,0,3.90,49.00,0,119,13.75,6.46,327,107,2.11,5.07
21,3,EL-AL-ISRAEL,0,0,0.41,29.89,0,0,12.19,253.79,0,0,62.15,333.06
21,4,EL-AL-ISRAEL,0,0,180.94,171.50,0,0,67.10,123.32,0,0,12.04,54.56
22,1,EL-AL-ISRAEL,0,0,13.42,110.35,0,0,22.58,102.40,0,0,3.65,33.84
15,1,EMIRATES AIRLINE,246941,256369,3629.52,11303.55,204252,230457,5628.28,12452.45,213012,247098,6704.90,14133.38
15,2,EMIRATES AIRLINE,204791,255276,5878.74,13075.96,226543,245332,6306.61,13489.18,239086,198873,5980.44,13827.41
15,3,EMIRATES AIRLINE,252167,186638,5274.53,13023.98,172429,259564,5714.75,12878.79,173117,217128,4873.89,12772.82
15,4,EMIRATES AIRLINE,207586,207200,4858.87,12677.85,231850,209430,4794.67,12082.46,257810,231898,5025.38,12501.27
16,1,EMIRATES AIRLINE,237552,262165,4823.94,11982.80,208964,234513,4733.77,12125.42,221418,240516,5412.05,13563.40
16,2,EMIRATES AIRLINE,205472,247659,5209.27,13035.31,232446,243129,5293.85,13592.02,250215,180494,5821.50,14642.96
16,3,EMIRATES AIRLINE,260673,206023,5004.36,12329.44,201369,252492,4369.79,11758.03,188719,230999,4480.80,12695.74
16,4,EMIRATES AIRLINE,217471,190776,5185.36,13942.10,230228,219779,4826.15,12298.31,263566,241276,5881.51,12806.24
17,1,EMIRATES AIRLINE,244945,259685,4909.77,12225.80,195490,226452,4480.52,12180.60,193750,233629,5814.67,14194.69
17,2,EMIRATES AIRLINE,197510,237743,5490.79,12758.54,235762,239876,5562.85,14342.32,253763,175728,5101.51,13424.71
17,3,EMIRATES AIRLINE,262662,219461,5500.56,12371.43,227849,254716,5703.03,12353.31,178009,251423,5723.34,12495.00
17,4,EMIRATES AIRLINE,226902,226786,5333.46,12260.73,235830,216668,5490.79,12758.54,261972,245705,4752.47,10555.35
18,1,EMIRATES AIRLINE,245537,258293,4520.90,10090.95,215015,222996,4669.60,11858.36,218581,241699,5900.20,13190.59
18,2,EMIRATES AIRLINE,208983,252560,5521.59,12989.82,237971,248255,5356.13,13390.97,253780,200844,5129.17,12484.51
18,3,EMIRATES AIRLINE,253452,209185,5819.78,12172.63,207623,245074,5958.26,13381.48,178006,252353,7058.52,12693.02
18,4,EMIRATES AIRLINE,219351,209625,5920.49,14019.34,234654,217613,4791.32,12517.78,264358,233461,5218.61,12794.76
19,1,EMIRATES AIRLINE,244609,261191,4842.59,12594.27,214665,233921,5726.75,12991.06,227036,258321,6898.20,15041.14
19,2,EMIRATES AIRLINE,229706,255879,6207.49,13722.00,262797,257984,5532.64,14140.42,259657,243709,4631.29,12726.98
19,3,EMIRATES AIRLINE,266505,246640,5712.47,13626.83,229611,262554,4722.69,12870.19,210463,255574,5421.01,13614.49
19,4,EMIRATES AIRLINE,250676,242189,4592.41,14306.04,253100,242968,4171.64,13290.06,263209,252584,4787.07,12255.89
20,2,EMIRATES AIRLINE,0,0,0.00,0.00,0,0,0.00,0.00,4315,231,111.00,423.91
20,3,EMIRATES AIRLINE,24835,19478,1266.36,4876.78,17866,14915,578.33,2043.60,20505,19279,1337.61,3204.74
20,4,EMIRATES AIRLINE,27155,22391,2032.04,3813.02,52913,40141,3549.61,6367.37,64144,65041,4151.08,6304.80
21,1,EMIRATES AIRLINE,64094,62396,3672.87,5450.10,59981,56865,5312.39,8023.61,68766,67256,6286.83,9224.42
21,2,EMIRATES AIRLINE,62559,52981,5929.39,8686.60,36439,0,5421.73,9182.27,40401,613,3890.23,8055.16
21,3,EMIRATES AIRLINE,57441,2788,4016.28,10721.85,60392,56052,4001.52,9749.28,66624,72736,4268.81,9364.64
21,4,EMIRATES AIRLINE,75311,73900,4491.29,10667.45,72213,70633,4378.58,9359.56,74896,74433,5499.49,9226.00
22,1,EMIRATES AIRLINE,66690,68817,4559.35,8419.01,65259,66378,4615.02,8226.93,118022,123563,4642.49,8733.01
22,2,EMIRATES AIRLINE,180268,220554,5876.28,9971.31,198955,239980,5823.34,9163.60,234688,211642,4762.22,8465.22
22,3,EMIRATES AIRLINE,248504,208833,5704.83,8201.69,155041,256256,5362.91,9674.46,157916,249101,5043.06,10194.11
22,4,EMIRATES AIRLINE,226003,217913,5210.96,9594.20,241755,210318,4720.97,8959.52,252443,236040,5279.74,8071.93
23,1,EMIRATES AIRLINE,244552,254173,4329.42,8045.17,205982,234725,4901.34,7802.81,202973,255490,5865.46,9863.72
23,2,EMIRATES AIRLINE,177134,235144,5263.48,10656.38,224066,253556,5252.15,11441.61,252963,204783,5314.35,10595.98
23,3,EMIRATES AIRLINE,249788,236753,5172.37,8992.09,189744,258620,4285.59,9691.20,178205,246499,4009.78,9916.47
23,4,EMIRATES AIRLINE,231157,208872,4527.61,10632.99,246719,211119,3575.28,9753.60,254161,241568,4134.52,9468.43
24,1,EMIRATES AIRLINE,238577,256254,4435.43,11729.27,213327,238614,5059.34,12178.64,219398,245096,5918.67,13470.14
24,2,EMIRATES AIRLINE,198578,234773,4715.15,10493.88,230135,257811,4844.85,12303.90,257868,217399,4234.20,11443.21
15,1,ETHIOPIAN AIRLINES,8990,13206,112.05,983.56,8922,9951,89.40,884.74,9263,10031,125.10,1062.03
15,2,ETHIOPIAN AIRLINES,3250,3600,235.17,190.62,3408,4229,298.42,155.18,0,0,270.36,181.05
15,3,ETHIOPIAN AIRLINES,10838,9841,273.44,1587.97,3563,3790,352.88,488.64,3129,3671,331.04,249.93
15,4,ETHIOPIAN AIRLINES,3979,3261,391.83,223.91,3367,3452,1.20,19.07,4210,3443,177.88,91.14
16,1,ETHIOPIAN AIRLINES,3101,4025,0.86,19.28,3081,3143,302.45,36.85,11040,11271,221.43,1184.98
